nom,prenom,age,taille,poids,sexe,sport_licence,niveau_etude,region,smoker,nationalité_francaise,revenu_estime_mois,situation_familiale,historique_credits,risque_personnel,date_creation_compte,score_credit,loyer_mensuel,montant_pret
King,Kimberly,54,165.9,83.4,H,oui,bac,Normandie,non,oui,3974,célibataire,5.0,0.31,2023-09-28,,10000.0,17458.425349011908
Johnson,Robin,53,177.6,61.6,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3455,,3.0,0.3,2022-12-22,629.0,,16764.357590699103
Collins,Sean,74,171.8,63.0,H,non,doctorat,Corse,non,non,3165,divorcé,0.0,0.86,2022-07-18,408.0,5000.0,500.0
Hill,Cynthia,46,162.6,71.1,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,500,divorcé,,0.32,2025-04-04,,714.09,500.0
Nunez,Haley,68,180.4,91.7,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,1833,célibataire,0.0,0.97,2020-01-24,,943.12,500.0
Deleon,Vanessa,27,157.5,65.3,H,oui,master,Bretagne,non,oui,2983,divorcé,1.0,0.15,2020-02-07,,5000.0,33782.28486706969
Hill,Rachel,69,179.3,48.6,H,oui,doctorat,Corse,oui,non,2417,divorcé,,0.28,2025-01-07,704.0,,500.0
Smith,Adam,66,178.9,68.9,H,oui,aucun,Corse,non,non,3257,divorcé,0.0,0.1,2020-05-12,606.0,965.47,500.0
Mendez,John,49,153.0,76.5,H,oui,master,Île-de-France,non,oui,3480,célibataire,,0.19,2021-09-07,671.0,,46289.907646188774
Rodriguez,Meredith,33,163.0,63.2,H,non,bac,Provence-Alpes-Côte d’Azur,oui,oui,2519,veuf,5.0,0.31,2021-08-20,,1127.92,500.0
Livingston,Charles,69,185.2,73.0,F,non,aucun,Normandie,oui,non,3356,veuf,2.0,0.61,2020-07-13,583.0,5000.0,500.0
Lee,Mark,55,179.4,69.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,2752,célibataire,0.0,0.14,2025-05-10,,408.53,17377.155677830204
Shea,Glen,33,182.6,80.6,F,oui,doctorat,Bretagne,oui,oui,2269,veuf,1.0,0.87,2023-11-14,352.0,,20996.79897216515
White,Michelle,71,164.5,43.6,F,non,bac,Bretagne,non,non,500,marié,,0.67,2020-12-14,,10000.0,500.0
Martinez,Jason,37,179.8,71.1,H,oui,bac,Normandie,oui,non,1793,célibataire,0.0,0.38,2023-06-14,823.0,753.09,500.0
Goodman,David,48,170.3,62.1,F,non,aucun,Île-de-France,non,oui,4071,divorcé,1.0,0.82,2020-10-14,,10000.0,4732.617285150145
Farmer,Christopher,58,169.1,60.6,H,oui,bac,Bretagne,non,oui,987,divorcé,2.0,0.44,2024-12-03,,5000.0,24094.67982241966
Green,Michelle,43,168.1,89.6,F,oui,bac,Île-de-France,oui,oui,1120,marié,,0.45,2023-05-06,,10000.0,1884.3201760235984
Stevens,Julie,70,160.7,69.8,F,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,3455,divorcé,,0.67,2023-04-20,743.0,,36203.681369243175
Stevenson,Eric,62,183.7,61.3,H,non,bac,Île-de-France,oui,non,3504,célibataire,,0.44,2025-05-26,,10000.0,500.0
Campbell,David,56,159.9,69.0,H,oui,doctorat,Corse,non,non,2095,marié,,0.02,2020-09-04,429.0,10000.0,3595.2904170689126
Ruiz,Eric,66,182.8,90.0,H,oui,aucun,Auvergne-Rhône-Alpes,oui,non,2511,célibataire,4.0,0.56,2023-08-08,821.0,431.38,500.0
Stevenson,Allen,24,174.4,58.6,H,oui,bac,Normandie,oui,oui,953,marié,1.0,0.39,2022-01-09,,1237.21,500.0
Davis,Jason,26,175.1,81.2,H,non,master,Corse,oui,oui,1737,veuf,,0.26,2025-05-08,532.0,,500.0
Wood,Sandra,32,173.3,64.4,F,oui,master,Normandie,oui,non,3803,veuf,,0.91,2022-06-30,564.0,625.73,500.0
Nichols,Heidi,57,183.1,61.0,F,non,doctorat,Corse,oui,non,4571,marié,1.0,0.59,2022-10-21,,924.85,500.0
Robertson,Alisha,29,148.3,46.1,H,non,master,Auvergne-Rhône-Alpes,oui,non,1595,marié,4.0,0.78,2024-02-11,,5000.0,500.0
Lozano,Rachel,45,170.8,86.9,F,non,aucun,Île-de-France,oui,oui,2595,divorcé,4.0,0.96,2023-10-11,440.0,10000.0,500.0
Clark,William,54,163.9,38.4,H,oui,bac+2,Île-de-France,non,non,3156,marié,,0.58,2021-01-15,,830.1,2379.0781503404855
Crawford,Brenda,30,154.0,60.9,F,oui,bac+2,Normandie,non,oui,1912,marié,4.0,0.05,2025-03-03,452.0,5000.0,16263.116273064927
Scott,Sherri,62,169.8,91.6,H,oui,aucun,Corse,non,oui,1223,veuf,,0.75,2023-08-30,,5000.0,500.0
Rice,Larry,64,158.0,86.5,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,3925,divorcé,0.0,0.59,2023-10-20,451.0,5000.0,500.0
Kennedy,Blake,21,184.9,54.8,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,558,divorcé,2.0,0.98,2023-01-03,698.0,1240.88,8301.205957564134
Price,Jeremy,54,152.2,87.2,F,non,bac+2,Hauts-de-France,non,non,877,marié,4.0,0.47,2025-01-12,770.0,663.48,500.0
Payne,Alan,21,185.9,37.1,H,non,master,Auvergne-Rhône-Alpes,non,non,1712,célibataire,,0.54,2020-06-20,,1036.98,500.0
Reed,Anthony,49,163.7,80.1,H,oui,bac+2,Normandie,non,non,2903,,0.0,0.63,2020-01-02,334.0,5000.0,965.0129883467906
Curry,Tiffany,22,183.4,88.0,F,oui,doctorat,Corse,oui,oui,2951,veuf,3.0,0.32,2022-04-23,,10000.0,14483.362293351898
Smith,Kathleen,54,170.2,86.1,H,oui,bac+2,Bretagne,non,non,2630,divorcé,,0.14,2021-09-13,634.0,10000.0,13872.238094047723
Jackson,Jon,60,177.9,58.6,F,non,doctorat,Hauts-de-France,non,non,2740,,5.0,0.99,2022-10-20,611.0,,500.0
White,Angel,60,151.9,63.4,H,oui,aucun,Bretagne,oui,oui,2010,veuf,,0.31,2021-02-09,,,15439.70780129704
Singh,Anna,19,169.5,49.7,H,oui,bac,Occitanie,oui,oui,500,célibataire,,0.05,2023-11-14,531.0,10000.0,4487.719585521557
Bennett,Nicole,44,170.9,62.7,F,oui,bac,Bretagne,oui,non,1021,veuf,1.0,1.0,2024-01-27,535.0,304.62,500.0
Bell,Cindy,18,176.4,74.6,F,non,master,Île-de-France,oui,oui,3759,célibataire,3.0,0.11,2021-03-22,,10000.0,11990.237751132108
Simmons,Evelyn,36,181.0,79.8,F,oui,doctorat,Occitanie,non,oui,3415,marié,4.0,0.11,2024-01-30,495.0,5000.0,32488.803490792678
Reese,Nicole,18,167.6,69.9,F,oui,master,Hauts-de-France,oui,non,2313,marié,,0.0,2021-04-02,,10000.0,500.0
Martin,Donald,33,176.0,69.8,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,oui,3957,célibataire,,0.53,2020-06-30,541.0,,19708.461860879164
Washington,Paul,50,181.5,78.1,H,oui,master,Bretagne,non,oui,1795,célibataire,,0.35,2022-08-12,610.0,10000.0,34586.08146440153
Robinson,Barbara,43,166.5,67.4,F,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,1291,célibataire,,0.4,2022-08-23,736.0,5000.0,500.0
Smith,Samantha,34,160.2,65.7,F,non,bac+2,Occitanie,non,non,3445,célibataire,,0.72,2023-12-27,,651.75,500.0
Jenkins,Eric,61,167.4,67.4,F,non,master,Normandie,oui,non,2582,marié,1.0,0.52,2022-07-27,,5000.0,500.0
Davis,Julie,40,173.3,90.0,H,oui,bac,Île-de-France,non,non,2075,,,0.89,2022-11-24,802.0,10000.0,6877.605819895223
Molina,Aaron,21,183.7,42.8,F,oui,master,Occitanie,non,non,1984,,,0.78,2021-09-07,,,500.0
Pratt,Melissa,35,180.2,46.2,H,non,doctorat,Occitanie,oui,oui,2615,marié,,0.45,2024-10-29,,,24077.89223433534
Hull,Joyce,73,175.4,75.5,H,oui,master,Auvergne-Rhône-Alpes,non,oui,500,,2.0,0.9,2020-06-12,,5000.0,24361.40095111306
Riley,Julie,24,170.7,68.4,F,oui,master,Île-de-France,oui,oui,1223,divorcé,2.0,0.9,2022-04-12,618.0,,20184.576591965128
Adkins,Mike,43,175.3,70.2,H,non,master,Bretagne,oui,oui,1646,marié,,0.56,2021-12-12,,5000.0,15918.05402785603
Crawford,Dawn,69,167.0,83.7,H,non,doctorat,Auvergne-Rhône-Alpes,oui,oui,2421,,3.0,0.47,2023-06-14,368.0,10000.0,11810.219065942401
Carter,Anita,49,178.2,88.7,H,non,aucun,Auvergne-Rhône-Alpes,oui,oui,2389,veuf,,0.59,2024-07-10,592.0,,8041.396507671749
Jackson,Timothy,36,162.3,50.6,F,non,bac+2,Hauts-de-France,non,oui,2378,célibataire,0.0,0.37,2022-02-10,,5000.0,9755.374921818098
Bishop,Danny,55,165.7,80.4,H,non,aucun,Auvergne-Rhône-Alpes,oui,non,1817,veuf,1.0,0.87,2020-12-02,,674.27,500.0
Carr,Dale,43,165.8,70.7,H,oui,bac+2,Occitanie,non,oui,500,marié,5.0,0.09,2024-05-02,767.0,5000.0,18621.553240590136
Delacruz,Todd,73,182.7,71.5,H,non,master,Auvergne-Rhône-Alpes,non,oui,2377,,3.0,0.07,2024-03-08,,,11375.93755354019
Stevens,Adam,25,171.1,73.1,F,non,bac+2,Normandie,oui,non,2275,veuf,4.0,0.01,2020-11-06,,,500.0
Sherman,Nicholas,25,166.9,69.3,F,non,bac+2,Île-de-France,oui,oui,4329,veuf,,0.08,2023-01-11,,920.82,17535.33759642847
Jackson,Stacy,33,171.2,49.2,F,non,aucun,Bretagne,non,oui,4145,divorcé,1.0,0.27,2020-09-16,,5000.0,6523.09938577477
Anthony,Darryl,33,173.5,58.7,H,oui,bac,Occitanie,non,oui,2794,marié,0.0,0.69,2024-07-27,820.0,,31470.645526483757
Gonzalez,Jorge,67,163.8,69.9,F,oui,aucun,Bretagne,non,oui,1389,marié,,0.11,2023-03-14,,5000.0,12614.504071164687
Chan,David,59,176.6,53.5,H,non,doctorat,Bretagne,non,oui,2985,marié,0.0,0.92,2024-08-29,,,32963.86845949169
Dillon,Ashley,37,169.0,64.6,F,oui,bac+2,Bretagne,non,non,2346,,3.0,0.07,2024-11-04,,,500.0
Mclaughlin,Jacob,57,154.2,79.7,F,non,doctorat,Auvergne-Rhône-Alpes,non,non,1802,divorcé,2.0,0.91,2024-03-11,,698.1,500.0
Ware,Tyler,41,162.4,92.3,F,non,bac,Île-de-France,non,oui,4649,,,0.64,2024-06-13,,10000.0,12504.582744075598
Lopez,Kyle,20,155.4,60.5,H,oui,bac,Normandie,non,non,5455,divorcé,,0.46,2021-12-23,,5000.0,7656.003997157399
Simon,Jean,37,166.3,52.6,F,non,doctorat,Normandie,non,oui,1318,,2.0,0.5,2024-10-21,584.0,10000.0,7731.436762169927
Peterson,Deborah,67,164.0,71.2,H,non,bac,Normandie,non,non,2451,marié,,0.07,2023-11-28,417.0,10000.0,500.0
Wilcox,Suzanne,18,154.9,71.5,F,oui,bac,Occitanie,oui,oui,3539,célibataire,,0.99,2023-11-27,581.0,,15769.540759003405
Patterson,Cassandra,19,161.9,57.9,H,non,bac+2,Auvergne-Rhône-Alpes,non,oui,3026,divorcé,4.0,0.13,2020-03-24,,883.66,22424.102971836328
Medina,Jeffrey,19,163.9,74.1,F,oui,aucun,Auvergne-Rhône-Alpes,oui,non,1559,divorcé,,0.34,2021-05-09,616.0,922.59,500.0
Lowe,Kathryn,34,182.9,97.3,F,non,doctorat,Bretagne,non,non,867,veuf,5.0,0.15,2022-03-03,,,500.0
Martin,Jenny,50,168.7,89.6,H,oui,master,Corse,non,non,2193,veuf,,0.34,2025-02-03,349.0,5000.0,500.0
Lee,Christopher,40,170.3,91.8,F,non,bac,Normandie,oui,non,4810,célibataire,1.0,0.6,2021-05-11,,5000.0,500.0
Snyder,Ronnie,43,169.9,60.7,H,oui,bac+2,Occitanie,non,oui,3386,,,0.19,2024-06-05,,1000.67,20300.762039935904
Wright,Jennifer,68,153.9,63.3,F,non,bac,Corse,non,oui,1350,marié,,0.76,2022-09-07,,10000.0,500.0
Tate,Donald,50,193.1,80.8,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1316,veuf,,0.31,2020-10-22,,,10887.48489027959
Weber,William,54,170.2,72.8,H,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,2291,célibataire,2.0,0.43,2023-11-15,354.0,535.32,4716.073158512576
Cook,Albert,28,161.9,106.6,F,non,doctorat,Corse,non,oui,4466,marié,,0.31,2024-11-25,338.0,1213.57,16510.375734777223
Coleman,James,35,177.8,58.9,H,non,bac+2,Hauts-de-France,non,oui,945,célibataire,,0.56,2021-11-14,,,5784.154847585246
Carlson,Kyle,72,175.5,89.7,H,oui,bac,Hauts-de-France,oui,oui,1468,divorcé,3.0,0.79,2022-10-17,,,6831.318906806449
Villa,Krista,75,171.1,47.4,H,oui,aucun,Hauts-de-France,non,oui,500,divorcé,3.0,0.13,2024-03-28,,,1043.4809738916579
Johnson,Donald,41,149.8,80.0,F,non,bac+2,Hauts-de-France,oui,non,1934,divorcé,2.0,0.99,2020-05-30,,,500.0
Smith,Justin,61,150.6,91.6,H,oui,master,Bretagne,oui,non,4513,,0.0,0.82,2020-04-22,,,500.0
Ford,Cheryl,64,179.7,83.3,F,oui,bac,Hauts-de-France,non,oui,3978,,,0.88,2023-08-19,456.0,5000.0,19385.952038050826
Ramirez,Bruce,62,159.5,67.8,H,oui,master,Normandie,non,oui,3684,divorcé,,0.6,2025-03-07,338.0,5000.0,26549.400914225702
Reed,Ashley,71,174.7,56.8,F,non,doctorat,Provence-Alpes-Côte d’Azur,oui,non,3224,marié,3.0,0.18,2024-11-21,,,500.0
Hill,Jonathan,64,179.4,80.5,H,non,doctorat,Normandie,oui,non,2693,,4.0,0.88,2020-12-28,,5000.0,500.0
Bush,Jacob,34,178.7,88.5,H,non,doctorat,Normandie,oui,oui,1089,marié,2.0,0.81,2023-04-01,540.0,,19843.667685014436
Soto,Renee,37,177.1,90.2,H,oui,doctorat,Bretagne,oui,non,2591,divorcé,3.0,0.29,2020-11-09,309.0,974.36,500.0
Brown,Amy,35,192.1,90.2,F,non,master,Provence-Alpes-Côte d’Azur,oui,oui,3646,célibataire,,0.84,2023-05-28,574.0,10000.0,27942.267908078404
Mueller,Paul,46,162.5,70.5,H,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,759,veuf,,0.68,2023-01-15,478.0,,500.0
Miller,Catherine,21,171.4,84.1,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,3125,célibataire,0.0,0.66,2020-03-26,763.0,,500.0
Freeman,Kurt,63,163.3,91.5,F,oui,doctorat,Normandie,non,oui,3696,marié,4.0,0.05,2022-04-04,533.0,1129.31,30403.73355489182
Fields,Amanda,45,179.4,81.5,F,oui,master,Hauts-de-France,non,non,2283,divorcé,2.0,0.73,2023-11-22,793.0,716.41,500.0
Chavez,Donna,26,183.6,67.8,H,non,master,Bretagne,non,non,1773,divorcé,4.0,0.91,2024-09-03,681.0,5000.0,500.0
Jones,Anthony,24,171.1,64.8,F,oui,master,Île-de-France,non,oui,3780,,0.0,0.25,2025-03-10,,5000.0,33342.21324905406
Miller,Cindy,75,169.9,44.7,H,non,aucun,Normandie,non,oui,3701,divorcé,,0.86,2021-07-29,790.0,5000.0,16389.232304157755
Ford,Susan,68,161.7,38.9,F,oui,aucun,Île-de-France,oui,oui,3128,marié,2.0,0.91,2025-02-09,,1463.99,14089.6863024237
Brooks,Matthew,19,170.0,60.1,F,non,bac,Occitanie,non,non,1366,marié,,0.39,2024-10-05,740.0,845.21,500.0
Sosa,Curtis,51,155.7,67.6,H,oui,doctorat,Bretagne,oui,non,2986,,4.0,0.49,2022-08-23,789.0,,16065.988900131246
Vargas,Lawrence,53,184.2,63.8,F,non,aucun,Bretagne,oui,oui,2238,veuf,2.0,0.02,2024-03-23,623.0,5000.0,500.0
Joseph,Troy,34,172.4,73.5,F,non,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3979,célibataire,,0.51,2023-10-13,,10000.0,884.3544633736484
Riley,Brian,75,171.6,55.1,F,oui,bac,Normandie,oui,oui,3021,célibataire,,0.39,2022-11-11,,10000.0,5203.581803320937
Green,Michelle,73,171.9,79.2,H,non,aucun,Hauts-de-France,oui,non,3265,célibataire,,0.26,2021-04-07,,10000.0,500.0
Morris,Kathleen,62,180.4,60.1,H,non,bac+2,Île-de-France,oui,oui,3591,veuf,,0.96,2024-02-27,471.0,10000.0,16860.539542256876
Taylor,William,69,168.5,64.6,F,oui,doctorat,Hauts-de-France,oui,oui,1809,veuf,,0.43,2025-05-09,774.0,5000.0,16627.330806406248
Caldwell,Carla,62,181.7,83.1,H,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,3318,marié,,0.92,2023-06-20,,,18087.39366840169
Walker,Erin,48,189.9,65.1,F,non,aucun,Hauts-de-France,non,oui,1785,divorcé,,0.77,2024-10-17,,22.3,500.0
Stanton,Jennifer,44,171.2,85.2,H,non,bac+2,Normandie,non,non,1837,veuf,,0.71,2022-12-04,,306.83,500.0
Smith,Erica,58,168.4,86.2,H,oui,bac+2,Corse,non,oui,1662,célibataire,1.0,0.07,2022-05-31,657.0,689.78,9965.81576450742
Holloway,Alex,68,156.6,74.7,F,non,aucun,Corse,oui,non,2933,marié,3.0,0.53,2024-01-12,,,500.0
Mckinney,Joan,45,180.0,106.5,F,non,bac+2,Île-de-France,oui,non,1625,divorcé,5.0,0.0,2020-06-10,,10000.0,500.0
Floyd,Eric,31,163.2,88.5,H,non,bac+2,Occitanie,oui,non,2498,marié,,0.01,2024-12-18,,5000.0,500.0
Burke,David,55,171.8,73.3,H,non,bac,Auvergne-Rhône-Alpes,oui,non,2616,célibataire,2.0,0.12,2025-02-27,340.0,,500.0
Matthews,Randy,18,167.7,62.9,H,oui,aucun,Provence-Alpes-Côte d’Azur,non,oui,3645,veuf,,0.8,2024-01-13,,10000.0,24030.992956920138
Edwards,William,67,175.5,77.7,F,oui,bac+2,Auvergne-Rhône-Alpes,oui,oui,1803,marié,4.0,0.59,2020-07-14,327.0,10000.0,6913.906527375236
Fisher,Christine,65,185.8,58.9,H,non,aucun,Corse,non,oui,549,marié,,0.8,2023-09-26,,5000.0,5690.301858439273
Brown,Eric,34,170.6,52.9,F,oui,aucun,Hauts-de-France,oui,oui,2889,,5.0,0.67,2024-11-05,362.0,,500.0
Gray,Nathan,63,177.6,74.1,F,non,bac+2,Auvergne-Rhône-Alpes,oui,oui,500,célibataire,,0.83,2021-06-06,670.0,10000.0,500.0
Compton,Cindy,75,172.2,81.6,F,non,aucun,Île-de-France,oui,oui,641,,,0.07,2022-08-25,816.0,10000.0,2071.378856019086
Mason,Debra,45,164.5,82.3,H,oui,aucun,Provence-Alpes-Côte d’Azur,oui,oui,3625,divorcé,,0.11,2024-08-18,,,6201.336976614893
Noble,Nancy,18,156.1,91.7,F,non,bac,Occitanie,non,oui,2509,célibataire,5.0,0.59,2023-11-15,,5000.0,5766.614986715771
Lucas,Christopher,49,163.7,76.3,F,non,aucun,Normandie,non,non,2322,marié,0.0,0.81,2020-12-02,,10000.0,500.0
Larson,Michael,32,181.0,87.0,F,oui,bac,Occitanie,oui,non,3276,marié,,0.89,2022-02-23,,747.88,500.0
Anderson,Amy,52,156.7,81.2,F,oui,bac+2,Provence-Alpes-Côte d’Azur,non,oui,1118,,,0.58,2024-01-29,,949.63,16883.967037304294
Washington,Melissa,53,148.3,97.4,H,oui,bac,Île-de-France,oui,oui,500,,,0.89,2023-06-14,781.0,473.1,9925.685790885176
Fisher,Cristian,45,181.8,57.0,H,non,bac+2,Occitanie,non,non,500,,5.0,0.38,2023-02-05,,,500.0
Ramos,Luis,37,168.3,64.1,F,oui,master,Provence-Alpes-Côte d’Azur,non,oui,2697,célibataire,,0.4,2020-03-22,,750.22,29674.579240526677
Thompson,Kathleen,60,180.6,73.4,F,non,master,Corse,non,non,889,marié,,0.83,2024-09-30,764.0,508.9,500.0
Diaz,Michele,42,178.0,53.0,F,oui,doctorat,Provence-Alpes-Côte d’Azur,non,oui,1942,veuf,,0.71,2024-08-16,,,42420.59926886256
Jimenez,Diane,30,166.4,77.3,F,oui,master,Hauts-de-France,non,non,4594,veuf,3.0,0.86,2020-12-26,490.0,596.48,2356.443571648585
Horn,Melanie,68,170.8,49.3,H,oui,aucun,Occitanie,oui,non,1094,célibataire,2.0,0.23,2021-03-18,476.0,5000.0,500.0
Swanson,Lauren,63,178.1,27.4,H,oui,bac,Île-de-France,oui,oui,3658,,1.0,0.49,2023-08-02,,,24908.26460439085
Diaz,Elizabeth,47,176.9,53.8,H,non,bac,Bretagne,oui,oui,2099,célibataire,5.0,0.45,2024-02-20,,,500.0
Robinson,Charles,59,185.9,76.6,H,non,master,Corse,oui,non,919,célibataire,0.0,0.72,2020-07-16,398.0,10000.0,500.0
Silva,Ryan,65,166.3,77.2,F,non,doctorat,Bretagne,oui,non,1823,divorcé,,0.56,2023-04-22,676.0,820.3,500.0
Castro,Crystal,38,177.5,49.2,H,non,aucun,Hauts-de-France,oui,non,1733,,,0.97,2020-12-30,331.0,10000.0,500.0
Mclaughlin,Darren,59,164.0,51.8,H,oui,doctorat,Auvergne-Rhône-Alpes,oui,non,3798,marié,1.0,0.87,2022-09-20,,5000.0,500.0
Thomas,Jonathan,45,183.2,76.9,H,oui,doctorat,Provence-Alpes-Côte d’Azur,oui,oui,2466,divorcé,4.0,0.8,2022-02-20,301.0,5000.0,32484.189247297647
Flores,Shelby,61,158.4,73.8,H,non,aucun,Normandie,oui,oui,1342,veuf,4.0,0.77,2020-04-24,,10000.0,500.0
Williams,Jonathon,59,164.4,69.9,F,oui,bac+2,Hauts-de-France,oui,non,2979,marié,0.0,0.22,2025-02-02,,10000.0,500.0
Harris,Joseph,52,155.0,46.3,F,non,master,Corse,non,oui,2797,célibataire,0.0,0.48,2021-09-03,832.0,415.09,16086.974590661091
Smith,Jennifer,29,169.9,74.6,H,oui,master,Île-de-France,oui,oui,3582,veuf,,0.8,2023-02-05,,10000.0,27587.980396889878
Smith,Stephen,42,169.3,56.4,F,non,bac,Bretagne,non,oui,500,divorcé,5.0,0.09,2021-12-05,,896.12,5218.547855546055
Alexander,Sheryl,33,163.1,41.9,H,non,aucun,Bretagne,non,oui,500,,,0.26,2024-01-31,601.0,10000.0,9078.906174872764
Contreras,Megan,59,169.6,102.1,H,non,aucun,Provence-Alpes-Côte d’Azur,oui,non,2221,veuf,,0.84,2021-07-28,762.0,5000.0,500.0
Blanchard,Angela,66,189.0,86.0,H,oui,master,Corse,non,oui,2952,célibataire,,0.85,2021-06-28,630.0,1037.17,26436.847940340558
Shaw,Willie,54,177.5,66.5,F,oui,bac+2,Provence-Alpes-Côte d’Azur,oui,non,2233,marié,2.0,0.75,2023-03-22,,5000.0,500.0
Saunders,Gary,58,171.0,56.0,F,oui,bac,Corse,non,non,3122,veuf,3.0,0.16,2024-09-30,558.0,,500.0
Hanna,Eric,35,149.1,77.7,F,oui,doctorat,Normandie,non,oui,1596,,,0.76,2022-01-27,357.0,5000.0,12991.464310982437
Sullivan,Daniel,34,171.2,66.9,F,oui,bac+2,Bretagne,oui,oui,2035,divorcé,,0.24,2024-09-12,,10000.0,7275.59795307434
Lamb,Donald,42,156.2,101.6,F,oui,bac+2,Bretagne,oui,non,2874,veuf,,0.74,2023-12-29,513.0,10000.0,500.0
Brown,Brian,59,181.8,36.4,H,non,master,Provence-Alpes-Côte d’Azur,oui,non,1149,divorcé,,0.79,2020-12-09,,5000.0,500.0
Williams,Timothy,20,168.2,55.1,F,non,master,Occitanie,non,non,3484,veuf,1.0,0.67,2024-06-01,,5000.0,500.0
Harmon,Sarah,29,169.9,56.8,F,oui,bac+2,Normandie,oui,oui,2583,divorcé,5.0,0.8,2020-05-25,345.0,,500.0
Perkins,Steven,30,162.3,72.4,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2858,veuf,1.0,0.59,2021-01-27,,10000.0,32029.819582279855
Freeman,Daniel,40,164.4,38.6,H,non,aucun,Provence-Alpes-Côte d’Azur,non,oui,2844,,2.0,0.67,2020-11-28,,10000.0,16286.656711714533
Brown,John,62,158.0,57.1,H,non,master,Bretagne,non,oui,500,veuf,0.0,0.12,2021-11-02,648.0,10000.0,23871.727061072666
Neal,Adam,29,167.4,67.4,F,non,master,Bretagne,non,non,3833,célibataire,,0.82,2021-12-26,496.0,745.46,500.0
Hardin,Stacy,58,160.0,83.3,F,non,bac,Provence-Alpes-Côte d’Azur,non,non,902,célibataire,,0.3,2024-01-27,,5000.0,500.0
Vincent,Daniel,41,192.1,97.1,H,oui,bac+2,Île-de-France,non,oui,1581,veuf,4.0,0.95,2020-08-07,,5000.0,28667.69335078504
Roman,Julie,70,144.0,80.8,F,non,bac,Normandie,oui,non,2717,célibataire,1.0,0.95,2021-06-22,,,500.0
Hines,Angela,70,170.7,76.5,H,oui,master,Auvergne-Rhône-Alpes,non,oui,2262,célibataire,0.0,0.69,2020-03-28,,5000.0,39845.06525146896
Carter,Jason,74,154.7,59.8,F,oui,doctorat,Auvergne-Rhône-Alpes,non,non,2235,marié,,0.87,2025-01-04,618.0,271.99,7895.80586810948
Johnston,Eddie,47,174.7,70.2,H,non,master,Corse,non,oui,1513,,,0.19,2025-05-06,,5000.0,7100.155327468958
Hubbard,Jared,18,168.0,76.0,H,oui,bac,Provence-Alpes-Côte d’Azur,oui,non,3719,célibataire,,0.06,2020-08-15,,239.81,500.0
Harmon,Rachel,60,173.0,71.9,H,oui,bac+2,Corse,oui,non,500,veuf,3.0,0.2,2023-06-14,621.0,5000.0,500.0
Hale,Stephanie,28,184.1,57.1,F,non,aucun,Occitanie,non,oui,2690,,,0.48,2023-06-07,,5000.0,2869.100915319427
Baker,Jessica,58,159.5,39.7,H,oui,bac+2,Occitanie,non,non,3502,célibataire,,0.71,2021-12-09,,5000.0,8959.861088024298
Carter,Michelle,44,151.8,81.5,H,non,master,Île-de-France,non,oui,2231,célibataire,,0.59,2022-07-23,,,26297.288243449395
Davis,Nathaniel,29,172.7,97.4,F,non,bac,Hauts-de-France,non,non,4111,,,0.26,2022-08-01,757.0,,500.0
Richmond,Karen,48,166.1,72.3,H,oui,aucun,Corse,oui,oui,1494,,,0.21,2021-03-16,,,500.0
Douglas,Colton,61,174.4,59.8,F,oui,bac+2,Île-de-France,oui,non,500,marié,,0.49,2020-01-14,839.0,,500.0
Brown,Kenneth,70,182.4,71.9,H,oui,doctorat,Hauts-de-France,non,oui,3113,marié,,0.92,2021-12-29,533.0,764.78,28661.37051711591
Hardy,Lindsay,37,179.4,58.1,F,oui,bac,Provence-Alpes-Côte d’Azur,non,oui,2659,divorcé,,0.72,2022-06-21,,,21061.765687318446
Hernandez,Michelle,62,168.5,83.0,F,non,master,Occitanie,non,non,1774,célibataire,2.0,0.95,2021-02-18,,,500.0
Ingram,Ian,29,174.1,71.4,H,non,master,Provence-Alpes-Côte d’Azur,non,non,1247,divorcé,,0.14,2024-10-11,,5000.0,500.0
Porter,Mark,56,167.5,56.8,H,oui,bac+2,Bretagne,non,non,2065,,,0.36,2021-11-22,831.0,431.32,500.0
Campbell,Gloria,43,167.0,56.2,H,oui,bac+2,Bretagne,oui,non,2322,veuf,,0.07,2023-11-11,,,500.0
Lamb,George,55,176.0,97.5,H,non,master,Île-de-France,oui,oui,2233,marié,,0.15,2021-10-30,,689.4,17063.86307539888
Reyes,Patricia,20,168.2,72.6,H,non,master,Auvergne-Rhône-Alpes,oui,oui,3879,marié,,0.58,2020-09-29,543.0,5000.0,16745.647692855928
